12	3776	2291.724
12	3776.991	2291.405
12	3777.998	2291.086
12	3776.395	2292.64
12	3777.377	2292.329
12	3778.368	2292.01
12	3776.781	2293.572
12	3777.755	2293.261
12	3778.737	2292.959
13	3780.585	2287.146
13	3780.627	2285.97
13	3780.66	2284.778
13	3780.711	2283.594
13	3780.753	2282.41
13	3781.601	2287.138
13	3781.66	2285.962
13	3781.701	2284.803
13	3781.76	2283.619
13	3781.811	2282.461
13	3782.6	2287.121
13	3782.659	2285.954
13	3782.701	2284.795
13	3782.759	2283.644
13	3782.818	2282.494
0	3785.658	2292.818
0	3786.39	2292.085
0	3787.027	2291.448
0	3791.645	2298.542
0	3792.433	2297.69
0	3793.142	2296.934
0	3788.707	2295.724
0	3789.447	2294.991
0	3790.148	2294.259
0	3789.562	2296.528
0	3790.273	2295.774
0	3791.026	2295.041
0	3790.315	2297.26
0	3791.058	2296.496
0	3791.727	2295.731
0	3791.016	2297.897
0	3791.759	2297.133
0	3792.438	2296.326
0	3787.969	2294.999
0	3788.691	2294.288
0	3789.402	2293.577
0	3787.311	2294.373
0	3787.98	2293.608
0	3788.67	2292.918
0	3786.494	2293.608
0	3787.247	2292.908
0	3787.916	2292.228
1	3707.59	2374.433
1	3708.376	2373.552
1	3709.023	2372.873
1	3716.199	2382.151
1	3716.974	2381.323
1	3717.707	2380.58
1	3712.017	2378.382
1	3712.675	2377.597
1	3713.429	2376.801
1	3714.15	2380.304
1	3714.862	2379.582
1	3715.615	2378.743
1	3712.781	2379.062
1	3713.524	2379.72
1	3713.482	2378.329
1	3714.225	2378.987
1	3714.246	2377.522
1	3714.978	2378.191
1	3714.894	2380.951
1	3715.562	2381.556
1	3715.562	2380.229
1	3716.305	2380.802
1	3716.348	2379.401
1	3717.059	2380.017
1	3709.979	2376.567
1	3710.711	2375.792
1	3711.412	2375.017
1	3710.764	2377.246
1	3711.433	2377.883
1	3711.454	2376.493
1	3712.134	2377.108
1	3712.187	2375.707
1	3712.877	2376.333
1	3708.439	2375.166
1	3709.161	2374.359
1	3709.851	2373.595
1	3709.236	2375.919
1	3709.979	2375.145
1	3710.69	2374.348
2	3712.629	2396.441
2	3713.271	2395.703
2	3713.898	2394.971
2	3714.551	2394.222
2	3715.182	2393.484
2	3715.824	2392.763
2	3714.243	2397.778
2	3714.869	2397.056
2	3715.517	2396.34
2	3716.148	2395.618
2	3716.78	2394.896
2	3717.422	2394.169
2	3713.457	2397.12
2	3714.057	2396.404
2	3714.72	2395.671
2	3715.389	2394.912
2	3716.015	2394.185
2	3716.631	2393.49
3	3692.184	2391.457
3	3692.821	2390.714
3	3693.415	2390.013
3	3692.901	2392.115
3	3693.535	2391.364
3	3694.135	2390.663
3	3693.601	2392.76
3	3694.243	2392.017
3	3694.851	2391.316
3	3694.31	2393.413
3	3694.96	2392.667
3	3695.57	2391.969
3	3695.018	2394.066
3	3695.677	2393.317
3	3696.29	2392.625
3	3695.73	2394.716
3	3696.385	2393.97
3	3697.006	2393.272
3	3696.438	2395.369
3	3697.096	2394.62
3	3697.725	2393.928
3	3697.147	2396.024
3	3697.816	2395.27
3	3698.447	2394.58
3	3697.855	2396.677
3	3698.521	2395.923
3	3699.161	2395.231
3	3698.561	2397.325
3	3699.238	2396.573
3	3699.883	2395.881
3	3699.27	2397.975
3	3699.955	2397.226
3	3700.599	2396.534
3	3699.981	2398.628
3	3700.663	2397.879
3	3701.319	2397.184
3	3700.69	2399.28
3	3701.377	2398.527
3	3702.035	2397.837
4	3692.315	2377.824
4	3692.91	2377.15
4	3693.531	2376.481
4	3694.125	2375.791
4	3694.736	2375.123
4	3695.346	2374.454
4	3696.164	2375.149
4	3695.558	2375.855
4	3694.937	2376.556
4	3694.327	2377.246
4	3693.722	2377.925
4	3693.112	2378.636
4	3693.855	2379.39
4	3694.46	2378.673
4	3695.07	2377.973
4	3695.702	2377.246
4	3696.312	2376.534
4	3696.933	2375.829
5	3623.776	2467.056
5	3624.496	2466.244
5	3625.143	2465.512
5	3624.506	2467.688
5	3625.218	2466.887
5	3625.86	2466.159
5	3625.239	2468.325
5	3625.945	2467.529
5	3626.571	2466.807
5	3625.966	2468.957
5	3626.661	2468.166
5	3627.287	2467.449
5	3626.698	2469.583
5	3627.378	2468.808
5	3628.015	2468.091
5	3627.42	2470.214
5	3628.1	2469.445
5	3628.726	2468.739
5	3628.158	2470.857
5	3628.821	2470.098
5	3629.442	2469.376
5	3628.88	2471.488
5	3629.543	2470.735
5	3630.17	2470.023
5	3629.602	2472.115
5	3630.254	2471.382
5	3630.881	2470.66
5	3630.339	2472.746
5	3630.987	2472.014
5	3631.603	2471.308
5	3631.061	2473.378
5	3631.698	2472.656
5	3632.314	2471.95
5	3631.788	2474.02
5	3632.42	2473.298
5	3633.03	2472.598
5	3632.526	2474.652
5	3633.137	2473.94
5	3633.752	2473.235
6	3628.912	2488.956
6	3629.533	2488.239
6	3630.143	2487.517
6	3630.759	2486.801
6	3631.369	2486.079
6	3631.985	2485.363
6	3632.738	2486.095
6	3632.128	2486.811
6	3631.523	2487.523
6	3630.923	2488.229
6	3630.323	2488.95
6	3629.713	2489.656
6	3630.525	2490.346
6	3631.104	2489.64
6	3631.703	2488.935
6	3632.298	2488.213
6	3632.887	2487.501
6	3633.476	2486.785
7	3608.285	2484.211
7	3608.962	2483.427
7	3609.627	2482.659
7	3609.006	2484.84
7	3609.683	2484.064
7	3610.347	2483.296
7	3609.722	2485.473
7	3610.395	2484.705
7	3611.056	2483.937
7	3610.439	2486.106
7	3611.104	2485.346
7	3611.777	2484.574
7	3611.156	2486.735
7	3611.824	2485.975
7	3612.485	2485.215
7	3611.872	2487.372
7	3612.533	2486.616
7	3613.202	2485.851
7	3612.589	2488.005
7	3613.257	2487.253
7	3613.91	2486.488
7	3613.301	2488.642
7	3613.97	2487.89
7	3614.623	2487.133
7	3614.026	2489.279
7	3614.682	2488.531
7	3615.335	2487.766
7	3614.746	2489.912
7	3615.395	2489.163
7	3616.052	2488.407
7	3615.459	2490.541
7	3616.108	2489.808
7	3616.76	2489.048
7	3616.175	2491.178
7	3616.824	2490.449
7	3617.473	2489.693
7	3616.892	2491.815
7	3617.537	2491.078
7	3618.182	2490.33
8	3608.502	2470.468
8	3609.267	2469.626
8	3610.037	2468.772
8	3610.795	2467.924
8	3611.572	2467.088
8	3609.267	2471.19
8	3610.043	2470.337
8	3610.819	2469.495
8	3611.589	2468.635
8	3612.354	2467.781
8	3610.043	2471.901
8	3610.807	2471.041
8	3611.56	2470.181
8	3612.33	2469.315
8	3613.094	2468.462
9	3539.756	2559.855
9	3540.46	2559.067
9	3541.147	2558.297
9	3540.55	2560.572
9	3541.23	2559.778
9	3541.929	2559.013
9	3541.314	2561.276
9	3542.019	2560.5
9	3542.699	2559.724
9	3542.102	2561.975
9	3542.789	2561.211
9	3543.476	2560.435
9	3542.878	2562.692
9	3543.571	2561.921
9	3544.252	2561.151
9	3543.661	2563.402
9	3544.353	2562.638
9	3545.016	2561.862
9	3544.443	2564.113
9	3545.124	2563.342
9	3545.804	2562.578
9	3545.225	2564.823
9	3545.9	2564.053
9	3546.575	2563.289
9	3546.001	2565.534
9	3546.676	2564.776
9	3547.351	2564.005
9	3546.784	2566.25
9	3547.464	2565.48
9	3548.109	2564.716
9	3547.566	2566.955
9	3548.246	2566.191
9	3548.903	2565.438
9	3549.005	2566.907
9	3549.668	2566.155
9	3548.342	2567.666
10	3545.883	2582.272
10	3546.621	2581.401
10	3547.355	2580.532
10	3548.096	2579.66
10	3548.836	2578.794
10	3546.591	2582.938
10	3547.34	2582.081
10	3548.09	2581.224
10	3548.839	2580.362
10	3549.584	2579.5
10	3547.312	2583.608
10	3548.058	2582.755
10	3548.817	2581.901
10	3549.569	2581.053
10	3550.321	2580.205
11	3523.898	2562.456
11	3524.662	2561.602
11	3525.432	2560.76
11	3526.215	2559.912
11	3526.985	2559.076
11	3524.686	2563.196
11	3525.45	2562.33
11	3526.227	2561.471
11	3527.009	2560.611
11	3527.779	2559.763
11	3525.474	2563.931
11	3526.238	2563.065
11	3527.006	2562.181
11	3527.773	2561.309
11	3528.537	2560.432
