10,3544.513,2582.337
10,3547.403,2584.988
10,3551.726,2580.139
10,3548.74,2577.369
9,3538.422,2559.933
9,3548.43,2569.057
9,3550.962,2566.024
9,3541.026,2556.9
11,3522.515,2562.477
11,3525.525,2565.319
11,3529.943,2560.303
11,3526.862,2557.724
7,3606.899,2484.279
7,3616.978,2493.212
7,3619.581,2490.25
7,3609.502,2481.27
6,3627.511,2489.056
6,3630.64,2491.683
6,3634.82,2486.691
6,3631.906,2483.969
8,3607.114,2470.498
8,3610.075,2473.292
8,3614.494,2468.348
8,3611.485,2465.745
5,3622.376,2467.118
5,3632.622,2476.015
5,3635.13,2473.125
5,3625.051,2464.145
3,3690.811,2391.566
3,3700.747,2400.642
3,3703.398,2397.728
3,3693.295,2388.604
2,3711.256,2396.558
2,3714.313,2399.113
2,3718.708,2394.169
2,3715.722,2391.422
4,3690.978,2377.856
4,3693.892,2380.794
4,3698.31,2375.73
4,3695.253,2373.079
1,3706.192,2374.464
1,3716.272,2383.517
1,3718.994,2380.555
1,3708.844,2371.598
0,3784.056,2292.732
0,3791.794,2300.017
0,3794.493,2296.96
0,3786.946,2290.033
13,3779.541,2288.158
13,3783.53,2288.063
13,3783.841,2281.59
13,3779.828,2281.387
12,3776.198,2294.786
12,3779.995,2293.616
12,3778.562,2289.866
12,3774.693,2291.132
